,ma_san_pham,prediction,binh_luan,ten_san_pham,diem_trung_binh,prediction_label
97,223600058,2,"mình dùng nó như một bước dưỡng ẩm ban đêm thông thường, nhưng có vẻ như nó không phù hợp với loại da dầu dễ bị mụn như mình. Dùng khoảng 3 tuần liền, mặt mình giờ toàn mụn sưng, cục nào cục nấy to lắm luôn. Mình nghĩ sẽ ổn nếu dùng 1-2 lần/tuần đối với những bạn da dầu, đặc biệt là những bạn da mụn nên cân nhắc.",Mặt Nạ Ngủ Senka Cấp Ẩm Chuyên Sâu Dạng Gel 50g,4.7,neutral
98,331300019,0,"Đây là một bước tiến nhảy vọt , dùng khóa serum cho da dầu , thấm nhanh , đỡ mụn , hôm nào lên mụn thì chấm mụn thêm gom còi nhanh nha . Lỗ chân lông thấy giảm rõ từ từ",Gel Dưỡng Da Curél Dành Cho Da Dầu 120ml,5.0,positive
99,377400002,0,chai to quá dùng chung với bước tẩy trang dc ko shop,"Toner Derladie Cây Phỉ Ngừa Mụn, Làm Sạch Da 500ml",4.9,positive
100,422207413,0,"Thấy bạn bè rì viu em này nhiệt tình quá nên mua thử 1 chai dùng dính tới giờ :)). Mình thích kiểu nhẹ nhàng chứ k ưng mấy loại nâng tông lắm, em này chống nắng khá ổn cho dân văn phòng như mình.",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),4.4,positive
101,422207629,1,"mn bảo 3 ngày còn mình xài thấy 2 ngày thôi, chắc hợp á. mua theo kỳ kỳ giới thiệu mà hợp",Kem Giảm Mụn Acnes Chuyên Sâu 10g,4.9,negative
102,422200305,2,thấy bảo là sản xuất tại hàn quốc mà nhận hàng lại chữ Thái Lan ko biết có hàng giả ko nữa,[Mini] Kem Dưỡng Neutrogena Cấp Nước Cho Da Dầu 15g,4.5,neutral
103,327500002,0,"Thấy nhiều người bảo cần thời gian dài mới hiệu quả đẹp da, nhưng mình xài ổn áp lắm, tầm 2 tuần đã bắt đàu mịn da, làm mờ thâm mụn, giảm mụn thấy rõ luôn","Gel Dưỡng Megaduo Giảm Mụn, Mờ Thâm 15g",4.8,positive
104,253900006,0,"thấy mọi người bảo em này lên tone trắng bệt cũng hơi rén, mà mua về thử thấy tiệp vào da luôn chắc là do da mình cũng trắng nên k thấy nâng tone luôn á. nói chung là ok",Kem Chống Nắng Skin1004 Cho Da Nhạy Cảm SPF 50+ 50ml,4.6,positive
105,422216416,0,"Nghe mn bảo kem bị vón nhưng vs mình lại là kcn đẹp nhất, và dễ tán",Combo 2 Kem Chống Nắng La Roche-Posay Kiểm Soát Dầu SPF50+ 50ml,4.6,positive
106,422211501,1,"Thấy mọi người bảo kích ứng nhưng da mình hơi khô hơi kích ứng nhưng dùng ok, ko bị kích ứng gì cả, độ làm sạch cũng tốt dù đúng là mùi thì hơi kì. Mình xài gần hết bình rồi không bị gì cả.",Sữa Rửa Mặt Eucerin Dịu Nhẹ Cho Da Nhạy Cảm 100ml (Mới),4.5,negative
107,204100003,0,Loại này bảo vệ dc bao nhiêu tiếng vậy mọi người,Kem Chống Nắng Eucerin Kiềm Dầu & Ngừa Mụn 50ml,4.7,positive
108,100750024,1,bấm khó lâu ko cong được hết mi,Bấm Mi Vacosi Modern Lash Curler Cán Đen BM03,43.0,negative
109,318100027,1,Bấm ko hề cong luôn,Bấm Mi Mira B616,40.0,negative
110,318100027,1,"Bấm ko cong, ko nên mua. Mua xong vứt lun ấy.",Bấm Mi Mira B616,40.0,negative
111,422205003,1,"K dùng dc, bấm mi k cong mà cong gây rụng mi",Bấm Mi Hiệu TRIM Cao Cấp Eyelash Curler 1 Cái,23.0,negative
112,100750024,1,Bấm k đc 2 cái bằng nhau bấm k cong nổi mi,Bấm Mi Vacosi Modern Lash Curler Cán Đen BM03,43.0,negative
113,422202632,0,Bầu dùng được ko ạ,"Kem Dưỡng Bio-essence Cấp Ẩm Sâu, Ngăn Bụi Bẩn 50g",4.9,positive
114,248700074,0,Bầu dùng đx khoing,Kem Dưỡng Naris Nature Làm Sáng Da Ban Ngày SPF20 PA+ 40g,4.8,positive
115,422215666,2,dùng sao nó bết như loriel vạch đỏ. k thấy kiềm dầu gì luôn ắ. finish thỉ đẹp nhưng k ráo mịn theo trải nghiệm của mình là vậy.,Sữa Chống Nắng Cocoon Chiết Xuất Bí Đao Quang Phổ Rộng 15ml,4.8,neutral
116,422210146,0,"bết và nặng mặt, trắng ko tự nhiên",Kem Chống Nắng Cell Fusion C Nâng Tông Da 35ml,4.6,positive
117,201600198,1,"Kem rất bết rích, cảm giác nặng mặt, tán khó, nhanh đặc , mặc dù mua loại cho da dầu",Kem Chống Nắng Vichy Chống Bụi Mịn Cho Da Dầu Mụn 50ml,4.2,negative
118,422203776,1,"bịch đầu tiên dùng đúng dày, qua bịch thứ 2 mỏng dính. không hiểu nổi :))))",Combo 4 Bông Tẩy Trang Ipek 150 Miếng,3.9,negative
119,422203302,0,"Bịch to dùng lâu lâm lunn, bông có dập viền không bị xơ, lau mịn êm",Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 210 miếng,4.6,positive
120,422203301,0,"Bịch to dùng lâu lắm, bông vừa k bị xơ, dùng rất thích",Bông Tẩy Trang Mihoo Kokimi Bông Vuông Túi 240 Miếng,4.6,positive
121,345800027,1,Mình xài ít nhất là trên 10 bịch rồi. Lấy nhân mụn tốt mắc hút phần sót lại đau khi đã nặn cũng tốt nữa. Chỉ có điều dán lên nhìn hơi cộm nên mk xài tối thôi. Dĩ nhiên là kiểu mụn viêm thì miếng dán mụn ko coá tác dụng rồi nha,Miếng Dán Mụn Some By Mi 18 Miếng,4.6,negative
122,422203300,0,"bịch to, nhiều bông. lần đầu mua cảm thấy hài lòng với chất bông dày dặn, ko bị xơ, giá rẻ",Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 155 Miếng,4.6,positive
123,422203300,0,"Mình đã mua tới bịch thứ 2 rồi, khá ưng ý về chất bông, mịn, không xơ, giá lại hợp lí",Bông Tẩy Trang Mihoo Kokimi Bông Tròn Túi 155 Miếng,4.6,positive
124,355500011,0,"Cái này mình mua bịch nhỏ dùng oke nên mua hủ to, xài thấy se nhỏ lcl hẳn",Mặt Nạ Avander Đất Sét Trắng Se Khít Lỗ Chân Lông 110g,4.1,positive
125,243300007,1,"Đã mua nhiều lần ở đây nhưng lần này mua 4 bịch khui 2 bịch thì thấy bông quá tệ, dập ko kỹ bung bét bông tùm lum, lau tới đâu rụng bông tới đó. Còn 2 bịch chưa khui ko biết có bị giống z ko nữa ☹️☹️☹️",Bông Tẩy Trang Ipek 150 Miếng,3.9,negative
126,422208807,0,Bọc hàng rất cẩn thận,[Mini] Nước Tẩy Trang L'Oreal Làm Sạch Sâu Cho Da Dầu 95ml,4.7,positive
127,206700001,0,Sao mình nó ra đống bọt bít luôn lỗ mũi ko thở được:)),Mặt Nạ Purederm Sủi Bọt Thải Độc Da 20g,4.4,positive
128,253900007,1,"Bọt nhiều, nhưng sau khi sd thì cứ cảm giác mặt đổ dầu rất nhiều.",Sữa Rửa Mặt Skin1004 Làm Sạch Sâu Cho Da Nhạy Cảm 125ml,4.7,negative
129,248700001,0,Mình tạo bọt trên tay sau khi rửa mặt xong thì thấy tay rất khô còn mặt thì khá khô dù mình da dầu so với giá thì e này cũng ổn nhưng mình rcm mn các loại khác nha,Sữa Rửa Mặt Naris Acmedica Chăm Sóc Da Mụn 100g,4.6,positive
130,213300064,0,bọt nhiều (sạch da),Sữa Rửa Mặt Bioré Thanh Lọc Da - Ngừa Mụn 100g,4.7,positive
131,331300002,0,"đúng là chân ái. tạo bọt sạch mà còn giữ ẩm rất tốt . nhưng trước khi rửa nên tẩy trang kĩ thì mới cảm nhận được tác dụng của srm, 1 dòng dược mỹ phẩm nên dùng đáng đồng tiền",Sữa Rửa Mặt Curél Dạng Bọt Cấp Ẩm Chuyên Sâu 150ml,4.5,positive
132,343100041,0,"Sử dụng tạo bọt sạch sâu, tiết kiệm nữa, giảm dầu lắm luôn, nhưng không có bị khô căng sau khi rửa. Rất tốt sẽ sử dụng tiếp",Sữa Rửa Mặt B.O.M Từ 8 Loại Trà Làm Sạch Sâu Da 150ml,4.6,positive
133,422214146,0,"Em này có tạo bọt nhưng ít thôi và thích hợp xài vào buổi sáng hơn là buổi tối vì em này làm sạch rất là dịu nhẹ luôn không mùi , không màu và chất gel đặc sệt , trong suốt nhìn rất là đã mắt và phải rửa lại với nước thật nhiều nếu bạn không thích lớp màng ẩm nhớt nhớt mà sữa rửa mặt để lại sau khi rửa xong",Combo 2 Sữa Rửa Mặt Simple Giúp Da Sạch Thoáng 150ml,4.7,positive
134,213300064,0,"tạo bọt tốt, làm sạch ổn, rửa mặt xong không bị khô rít da",Sữa Rửa Mặt Bioré Thanh Lọc Da - Ngừa Mụn 100g,4.7,positive
135,377400001,0,"Tạo bọt nên cấp ẩm, khi tẩy trang rát dịu nhẹ, tẩy trang không gây khô da Tẩy trang sạch, tẩy được cả makeup lì tiết kiệm bông,","Nước Tẩy Trang Derladie Ngừa Mụn, Hỗ Trợ Làm Sạch Da 500ml",4.6,positive
136,422215947,0,tạo bọt ổn mùi dễ chịu,"Sữa Rửa Mặt Embryolisse Làm Sạch Sâu, Chống Oxy Hóa 200ml",4.0,positive
137,422205804,0,Ngon - bổ - rẻ,Mặt Nạ Nature Republic Chiết Xuất Cam Dưỡng Sáng Da 23ml,4.6,positive
138,224100009,0,"ngon bổ rẻ là đây, vì tạo bọt nhiều nên dùng rất lâu hết, chai 80g mà dùng 3 tháng mới hết. da dầu dùng ok, không bị mụn, không khô",Kem Rửa Mặt Hada Labo Sạch Sâu Dưỡng Ẩm 80g,4.8,positive
139,357100008,0,"ngon bổ rẻ, da khô cần dưỡng ẩm,da ít khuyết điểm,làm mềm da .mùi thơm , hiệu quả làm trắng da chưa thấy",Kem Dưỡng Hatomugi Cấp Ẩm & Làm Sáng Da 300g,4.5,positive
140,205100146,0,Ngon bổ rẻ. Không gây kích ứng,Nước Tẩy Trang L'Oreal Làm Sạch Sâu Trang Điểm 400ml,4.7,positive
141,249500007,0,Ngon bổ rẻ. K kích ứng. Thấm nhanh. K mùi. Nói chung xịn lắm. Đáng tiền.,Sữa Chống Nắng Sunplay Skin Aqua Dưỡng Da Sáng Mịn 55g,4.8,positive
142,422211447,0,"Ngon, bổ, rẻ, dùng liên tục 5 năm rồi và chưa có ý định thay đổi",Combo 2 Nước Tẩy Trang L'Oreal Căng Mịn Da 400ml,4.7,positive
143,377400002,0,"Mình thấy ngon bổ rẻ, lành tính vs da mụn. mình dùng chai thứ 4 rồi, mẫu mới mùi hương liệu ko hắc như bản cũ.","Toner Derladie Cây Phỉ Ngừa Mụn, Làm Sạch Da 500ml",4.9,positive
144,357100008,0,"ngon bổ rẻ, mình xài cho da mặt không bị gì hết nhe, vì quá to nên mua hủ chiết ra xài dần cho sạch sẽ.",Kem Dưỡng Hatomugi Cấp Ẩm & Làm Sáng Da 300g,4.5,positive
145,365000017,0,"ngon - bổ - rẻ, mặt nạ ôm sát da, không bị rơi rớt khi hoạt động, cấp ẩm tốt, mà có hiệu quả trị thâm đáng kể","Mặt Nạ Foodaholic Vitamin E Cấp Ẩm, Phục Hồi Da 23g",4.6,positive
146,205100137,0,"Đây là chai thứ 3 rồi, ngon bổ rẻ, phù hợp với học sinh, sinh viên. Tẩy trang ở mức 8.5/10, nếu bạn chỉ dùng kem chống nắng và son thì okiela còn nếu có dùng các sản phẩm makeup khác thì sản phẩm tẩy ổn thôi ( nên dùng dầu tẩy trang để sạch hơn.)","Nước Tẩy Trang L'Oreal Tươi Mát Cho Da Dầu, Hỗn Hợp 400ml",4.7,positive
147,224100022,0,"Ngon bổ rẻ là đây nè. Tẩy trang sạch, dễ rửa, mềm mịn da. Nói chung đáng mua",Dầu Tẩy Trang Hada Labo Sạch Sâu Dưỡng Ẩm Tối Ưu 200ml,4.9,positive
148,422213992,0,"Mình mua bộ dưỡng da ban ngày và ban đêm được tặng mẫu dùng thử,trộm vía hợp với da mình nên hiệu quả thấy rõ",Serum Garnier Tăng Cường Sáng Da Mờ Thâm Ban Đêm 30ml,4.3,positive
149,422208976,0,"Mình thấy có số công bố bộ y tế trên sản phẩm nhưng click vào thì không có, cái này hasaki có thể gửi mình tham khảo về sản phẩm chính hãng được không ạ?",Sữa Rửa Mặt CeraVe Cho Da Thường Đến Khô 88ml,4.9,positive
150,256700001,0,Bột cám gạo mùi thơm; chất lg bột mịn; kết hợp với sữa chua ko dg da trắng và mềm mịn hơn,"Bột Cám Gạo Milaganics Dưỡng Da Sáng Mịn, Mờ Thâm 100g",4.9,positive
151,256700006,0,"Bột mịn, thơm. Mình dùng để tẩy da chết rất đươc",Bột Yến Mạch Milaganics Ngăn Ngừa Lão Hóa & Mụn 100g (Túi),4.5,positive
152,422207815,1,"Bột mịn đựng trong hủ sành với giá 17k rẻ- quá ổn, nhưng mà mùi bột( mùi bột đầu bth thôi nha) do mình bị cảm thấy khó chịu thôi, đắp mặt nạ rửa lại nước ấm khá lâu","Bột Đậu Đỏ Milaganics Ngừa Mụn, Dưỡng Sáng Da 100g (Hũ)",4.6,negative
153,224100009,0,"Có tạo bột, rửa xong còn lớp mịn trên da",Kem Rửa Mặt Hada Labo Sạch Sâu Dưỡng Ẩm 80g,4.8,positive
154,256700006,0,"Bột pha với sữa chua mịn và thơm. Đắp lên mình cảm thấy mát da, thư giãn, da sáng và mịn. Bột đắp cũng nhanh khô. Tuy nhiên khi rửa hơi lâu xíu.",Bột Yến Mạch Milaganics Ngăn Ngừa Lão Hóa & Mụn 100g (Túi),4.5,positive
155,422203807,1,bông bụi và nát kiểu như hàng FAKE vậy,Combo 2 Bông Tẩy Trang Ipek 150 Miếng,3.9,negative
156,422208977,0,"Bữa tớ hết Floxia bác sỹ kê đơn, rửa tạm tuýp Nivea đc tặng có 2 ngày lên cục mụn bọc to tướng. Vội kiếm srm thay thế cho da dầu hỗn hợp nhạy cảm theo HL thì thấy ẻm quá là ổn luôn, rửa xong ko bị khô căng da. 10đ.",Sữa Rửa Mặt CeraVe Cho Da Thường Đến Khô 236ml,4.9,positive
157,422207413,0,"Bữa thấy hasaki khuyến mãi nên mua dùng thử, khá ưng vì chất kem mỏng nhẹ, nâng tông nhẹ nhàng tự nhiên",Tinh Chất Chống Nắng Sunplay Hiệu Chỉnh Sắc Da 50g (Cam),4.4,positive
158,248700027,1,Bữa mua 335k mà nay sale lớn có 196k à.xịt mát nhanh thấm k bết dính.có điều hơi tốn thôi.vì xịt bay ra ngoài nhiều hơn là đọng lại.chắc m chuyển qua tuýp bôi,Xịt Chống Nắng Naris Cosmetics Dưỡng Sáng Da 90g,4.8,negative
159,422201504,0,"bữa dùng chai 140ml đã lắm nên mua fullsize ở store, thích lắm ạa",Nước Tẩy Trang Bí Đao Cocoon Làm Sạch & Giảm Dầu 500ml,4.9,positive
160,422218365,0,Bữa giờ sài chai màu hồng cho da nhạy cảm . Nay qua dùng loại cho da dầu này ... . Mùi chai xanh này thơm lắm không giống chai hồng . Lỏng thấm mau . Ưng loại này nhất mà,Sữa Chống Nắng Anessa Dưỡng Da Kiềm Dầu 20ml (Mới),4.9,positive
161,422203282,1,"Bữa trước mua có 1tr1 một chai, mới mấy tuần mà tăng lên 1tr5, tính ăn chặn của KH hay gì",Serum Paula's Choice Se Khít Lỗ Chân Lông Tối Ưu 20ml,4.8,negative
162,100240016,0,"Bữa giờ mình xài Retinol 0.5 của ZO không hiệu quả mấy mà mua cái này về xài có 2 lần thấy da cải thiện hẳn. Mụn lặn ngay đêm đầu tiên sức. Sáng ra rửa mặt thấy da láng mịn bất ngờ luôn. Chai tuy nhỏ, chỉ 30ml, cao 8cm thôi nhưng mình xài ngày cách ngày chắc 2 tháng mới hết quá",Dung Dịch Tẩy Da Chết Paula’s Choice 2% BHA 118ml,4.9,positive
163,422201090,0,"Minh mua bữa khai trương đc giá deal sốc, dùng tới nay là 2 tuần, thấy thâm quầng vùng mắt caie thiện nhiều lắm. Xưa h dùng nhiều loại đên cả estee lauder cũng vô thưởng vô phạt, ai dè gặp em này đúng chân ái. Nó còn làm mờ nếp nhăn nữa nha, mình dùng cho cả khoé miệng thấy nếp nhăn đc lấp đầy hẳn. tóm lại là em này rất đáng đồng tiền, mà giá cũng bình dân nữa","Kem Dưỡng Mắt Sur.Medic+ Giảm Nếp Nhăn, Ngăn Lão Hóa 35ml",4.8,positive
164,422211878,1,Bự ơi là bự cầm đã tay ghê ❤️,[Mini] Serum Skin1004 Rau Má Giảm Mụn & Phục Hồi Da 30ml,4.7,negative
165,422204775,1,"chai bự, mở nắp ra mùi cồn sộc lên mũi, đổ vào tay nghe mùi cồn lắm luôn giống như nước khử khuẩn trong siêu thị v nhưng mà mùi cồn cũng nhanh bay đi thôi. lúc đầu đọc trong phần hỏi đáp Hasaki bảo k cồn v mà hàng về thấy cồn đứng ở số 3 trong bảng thành phần. Mình mới dùng có 1 2 lần thấy thấm nhanh, chưa thể review thêm.",Nước Dưỡng Da Chinoshio Dokudami Chiết Xuất Lá Diếp Cá 500ml,4.8,negative
166,253900004,0,"mình mới dùng centella gần đây thui nhưng mình thấy khá ổn, da mình do có bầu nên mới nổi nhiều và sưng đỏ kèm theo khô da, nhưng sau khi dùng mình thấy da giảm mụn sưng rất nhìu, tuy có nổi mụn ẩn nhưng không nhiều và cũng giảm bớt. cấp ẩm cho da cũng ok lắm. mn nên thử nha ❤❤",Serum Skin1004 Rau Má Làm Dịu & Hỗ Trợ Phục Hồi Da 55ml,4.7,positive
167,253900007,0,"Thấy Cerave dùng hơi hao đau ví quá nên đánh liều thử em này, tìm ra chân ái luôn, dùng có khi còn êm dịu hơn C luôn. Hãng C mới đầu xài còn hơi nóng kích mặt tí mà chai này bọt đúng êm, chất đặc dùng đỡ hao. Mn chê mùi chứ mình thấy mùi khá thư giãn",Sữa Rửa Mặt Skin1004 Làm Sạch Sâu Cho Da Nhạy Cảm 125ml,4.7,positive
168,422202569,0,"Lúc trước sài Cetaphil giờ chuyển sang em này, có tạo bọt, da mềm sau khi rửa mặt, cho 9 điểm, sẽ mua tiếp nếu hết, mà nhiều quá ko biết khi nào mới hết",Sữa Rửa Mặt Eucerin Dịu Nhẹ Cho Da Nhạy Cảm 400ml,4.5,positive
169,318900002,0,nghe chiến thần Hà Linh review bảo em này cũng oke lém nên mua về dùng thử,Serum Klairs Vitamin C Cho Da Nhạy Cảm 35ml,4.5,positive
170,100240016,0,BHA 2% Paula's Choices mình dùng rất thích nhưng phải kiên trì thời gian mới có kết quả xứng đáng da mình dùng BHA này tầm 3 tháng da mình rất mịn và có thu nhỏ lỗ chân lông tí và giảm dầu rõ rệt và có giảm mụn giờ da mình ok hơn trước nhiều,Dung Dịch Tẩy Da Chết Paula’s Choice 2% BHA 118ml,4.9,positive
171,422204906,0,Từ lúc mình chuyển qua em tẩy trang này thì mình bỏ tất cả các tẩy trang khác luôn. Tuy không làm sạch bằng la rock nhưng so với giá tiền thì mình thấy trên cả tuyệt vời. Mình k biết là đã sử dụng bao nhiêu chai rồi.,Nước Tẩy Trang Garnier Vitamin C Làm Sáng Da 400ml,4.7,positive
